R_forearm_angle_deg,R_forearm_velocity_m_s,R_forearm_torque_Nm,L_forearm_angle_deg,L_forearm_velocity_m_s,L_forearm_torque_Nm,R_upperarm_angle_deg,R_upperarm_velocity_m_s,R_upperarm_torque_Nm,L_upperarm_angle_deg,L_upperarm_velocity_m_s,L_upperarm_torque_Nm,R_thigh_angle_deg,R_thigh_velocity_m_s,R_thigh_torque_Nm,L_thigh_angle_deg,L_thigh_velocity_m_s,L_thigh_torque_Nm,R_shank_angle_deg,R_shank_velocity_m_s,R_shank_torque_Nm,L_shank_angle_deg,L_shank_velocity_m_s,L_shank_torque_Nm,torso_angle_deg,torso_velocity_m_s,torso_torque_Nm
160.5,0.0,0.42,142.2,0.0,0.66,32.2,0.0,1.39,27.5,0.0,1.14,176.0,0.0,0.92,170.4,0.0,2.22,177.6,0.0,0.23,176.1,0.0,0.36,97.4,0.0,44.57
161.2741935483871,-0.013548387096774195,0.4080645161290322,131.88064516129032,-1.661935483870968,0.8387096774193548,25.322580645161292,1.0825806451612905,1.062258064516129,39.825806451612905,1.9774193548387093,1.3206451612903225,177.17419354838708,-1.1738709677419352,0.7161290322580645,170.99999999999997,-0.26580645161290306,2.3203225806451617,178.441935483871,0.4941935483870968,0.15645161290322582,176.02258064516133,1.1135483870967744,0.3970967741935484,97.28709677419356,0.47774193548387095,47.39645161290322
156.10655737704917,-0.008688524590163931,0.4521311475409836,140.09999999999997,0.01786885245901569,0.6872131147540984,24.675409836065572,0.2731147540983607,1.0503278688524589,33.58688524590164,1.057868852459016,1.2109836065573771,177.6967213114754,-2.754262295081967,0.5844262295081967,169.69508196721316,-0.2408196721311475,2.661639344262295,178.472131147541,-0.37196721311475406,0.15868852459016394,177.14590163934426,0.248360655737705,0.2921311475409836,98.11803278688524,0.08901639344262295,46.70131147540983
154.18021978021977,-0.003846153846153835,0.486043956043956,142.4846153846154,0.08010989010988971,0.6369230769230769,26.906593406593405,0.28186813186813187,1.1512087912087912,31.886813186813196,1.1934065934065934,1.241208791208791,175.4725274725275,-1.5716483516483517,0.7882417582417582,167.789010989011,-0.47857142857142854,2.557472527472527,175.71428571428572,0.278901098901099,0.3161538461538462,174.34285714285716,-0.24428571428571433,0.37791208791208786,97.49450549450547,0.6519780219780219,46.52153846153846
152.54399999999998,0.0031000000000000003,0.5453000000000001,149.733,0.17629999999999996,0.5353,29.142,-1.4168,1.2134,28.169,-0.07220000000000003,1.2357,175.00500000000002,-1.0359,0.9584,168.283,-0.7260000000000001,2.5048000000000004,176.146,0.12550000000000014,0.28870000000000007,174.995,-0.5434,0.34190000000000004,97.653,0.5041,46.48680000000001
151.069,0.012000000000000002,0.5855,151.812,-0.7777,0.5351,33.466,-2.1127,1.2900999999999998,28.386,0.7812,1.2723000000000002,173.95800000000003,0.47480000000000006,1.2532000000000003,169.62000000000003,-1.4704,2.1796999999999995,176.09799999999998,-0.17289999999999994,0.2987,174.93899999999996,0.12620000000000006,0.3507,97.209,0.35739999999999994,47.0507
144.917,-0.0013000000000000036,0.6509999999999999,153.26000000000002,-0.5718999999999996,0.5199000000000001,40.259,-1.5004999999999997,1.3122999999999998,28.34700000000001,1.091,1.2516,173.69199999999998,0.7147999999999998,1.3248,170.10800000000003,-2.2173000000000003,2.0189000000000004,175.997,0.5029,0.30430000000000007,175.39,0.8747999999999999,0.2975,97.29299999999999,0.40019999999999994,47.0586
149.39700000000002,0.006900000000000007,0.5798,149.361,-0.9525000000000001,0.6727000000000001,37.868,-0.3357000000000002,1.2351,31.130000000000006,0.2227999999999998,1.2810000000000001,174.23600000000005,0.22669999999999974,1.5352000000000003,173.14899999999994,-1.3448999999999998,1.8033000000000001,178.21099999999998,-0.17459999999999998,0.20240000000000005,178.32399999999998,1.5014,0.18719999999999998,97.17199999999998,-0.68,47.39150000000001
151.138,0.001899999999999995,0.57,149.578,1.1057999999999997,0.6782,36.427,-0.33140000000000003,1.2565,30.687,-1.0976000000000001,1.2311,173.76500000000007,0.3485999999999997,1.6467999999999998,173.28900000000002,-1.2475,1.7632999999999999,178.19099999999995,0.14990000000000006,0.20220000000000002,178.771,0.6591000000000001,0.1382,97.126,-0.5606,47.0656
159.241,0.0004000000000000005,0.5048,147.695,1.4469,0.7050000000000002,29.432999999999996,-0.4998,1.2578000000000003,32.444,-2.1113999999999997,1.2643999999999997,172.92700000000002,-0.2593,1.8493999999999997,173.33400000000006,-0.7269999999999999,1.7359999999999998,178.549,0.09130000000000006,0.1613,178.92100000000002,0.8014,0.1205,97.51299999999998,-0.7769999999999999,46.62529999999999
156.81199999999998,0.000800000000000006,0.5390999999999999,146.88899999999998,0.7117999999999998,0.6996999999999999,30.951,0.2632999999999999,1.3356000000000001,33.711999999999996,-1.8241000000000003,1.3185999999999998,172.79299999999995,0.4000999999999999,1.8894,173.12300000000002,-0.09440000000000001,1.7867000000000002,178.71000000000004,-0.13540000000000002,0.1442,178.729,0.6988,0.1418,97.53000000000002,-0.30490000000000006,46.5186
153.852,-0.002399999999999996,0.6169,149.93200000000002,-1.5064000000000002,0.6103999999999999,33.547999999999995,0.036900000000000044,1.4267,29.511999999999997,-3.0659000000000005,1.2756,172.849,0.5913,1.8745000000000003,173.05200000000002,-0.0968,1.8129,178.5300000000001,0.5433,0.16549999999999998,178.065,0.5483,0.2181,97.714,0.10500000000000004,46.60149999999999
134.615,0.0070999999999999995,0.6351,132.31599999999997,0.3341999999999997,0.6257,41.927,0.2971000000000001,1.8075999999999999,31.447999999999997,-1.2559,1.4594000000000003,173.51699999999997,1.6628,1.7503000000000002,173.597,0.6607999999999999,1.7148999999999999,178.333,0.7782000000000001,0.19870000000000002,177.82500000000005,1.5251,0.25170000000000003,96.91599999999998,0.046200000000000026,48.1746
126.84299999999999,0.001100000000000003,0.7175000000000002,134.21599999999998,0.42450000000000004,0.5675,43.604,-0.6191,1.8601999999999999,29.184,-0.7985,1.3991,174.211,-0.39749999999999985,1.5782000000000003,173.72100000000006,0.2433000000000001,1.7332999999999996,178.12099999999998,0.895,0.2237,177.56400000000002,-0.16140000000000007,0.2829,97.00300000000001,0.3727000000000001,48.90290000000001
130.31300000000002,-0.0044999999999999945,0.6399,132.56,1.946,0.6030000000000001,40.717000000000006,-2.1826,1.7394999999999998,30.073000000000008,-0.17539999999999994,1.4156999999999997,174.47300000000004,-0.7857,1.4865000000000002,173.21400000000003,-0.09359999999999999,1.8418,178.159,1.1297,0.21660000000000001,178.06400000000002,-0.18430000000000013,0.2235999999999999,97.01599999999999,-0.1442,48.642399999999995
138.05700000000002,-0.005599999999999998,0.5821999999999999,136.89600000000002,0.4155000000000003,0.6585999999999999,35.379,-2.8551000000000006,1.4997999999999998,30.681000000000004,-0.26120000000000004,1.4538,174.405,-0.504,1.4993,172.81799999999998,-0.6634,1.9439999999999997,178.41099999999994,0.004699999999999864,0.18539999999999998,178.61599999999999,-1.3334000000000004,0.1592,97.38599999999998,-0.05159999999999997,48.2277
156.726,-0.013900000000000003,0.5041,147.90800000000002,0.1345,0.6659,27.262999999999998,-2.1658999999999997,1.089,29.653000000000002,-0.01979999999999995,1.3862,173.55899999999997,0.37420000000000003,1.6967,171.734,-0.6711000000000001,2.1977,178.537,-0.28950000000000015,0.16720000000000002,178.824,-0.20100000000000004,0.13410000000000002,97.67200000000001,-0.44019999999999987,46.442400000000006
157.85299999999998,-0.006499999999999997,0.4418000000000001,147.22899999999998,0.2661,0.6933,25.660000000000004,-2.0492000000000004,1.0168,29.378,-0.6110000000000001,1.386,172.798,0.5124,1.8924,171.83399999999995,-0.3738000000000001,2.1652,178.50799999999995,-1.116,0.17009999999999997,178.709,-0.15350000000000003,0.14709999999999998,97.92300000000003,-0.6170999999999998,45.88759999999999
157.65299999999996,0.006800000000000005,0.4397,147.03300000000002,0.6676000000000001,0.6990000000000001,26.655000000000005,0.21349999999999972,1.0453000000000001,30.026999999999997,-0.39960000000000007,1.3923,172.40800000000002,-0.35040000000000004,1.9786,171.74900000000002,0.5076999999999999,2.1752,178.45600000000002,-0.9893000000000001,0.17330000000000007,178.563,0.11770000000000003,0.16340000000000005,98.29799999999997,-0.17909999999999995,45.42199999999999
141.84900000000002,-0.011600000000000006,0.607,139.494,1.9277000000000004,0.8270000000000002,42.138000000000005,1.273,1.3498,38.214999999999996,0.5244000000000001,1.5514999999999999,172.44,0.8655999999999999,2.0127,173.078,0.9297,1.8552000000000002,178.335,-2.5584999999999996,0.19299999999999998,176.733,0.09509999999999998,0.17229999999999998,97.25300000000001,-0.14719999999999991,46.81329999999999
136.27100000000002,-0.1649,0.9331000000000002,134.028,-5.0999,1.0270000000000001,42.446,14.65,1.7016000000000002,40.178,-4.348699999999999,1.7328000000000003,160.783,-8.976899999999999,5.122999999999999,154.66,9.2292,5.0239,163.89300000000003,1.212699999999999,1.2138000000000002,160.06699999999998,-4.8823,1.2572999999999999,104.85800000000003,-1.8432999999999995,43.053200000000004
135.02300000000002,-0.14170000000000002,0.9418,124.535,-3.605399999999999,1.0494999999999999,43.729000000000006,17.920299999999997,1.8140000000000003,37.77,-2.8384000000000005,1.6371,157.40999999999997,-5.395599999999999,6.0346,153.95600000000002,7.406699999999998,5.2879,160.77700000000002,6.0607,1.4397000000000002,158.81399999999996,-4.6238,1.3568,103.557,-1.5970999999999995,42.77380000000001
140.093,-0.15539999999999998,1.0571000000000002,130.345,-6.5053,1.1272,37.586,20.496199999999998,1.7965,37.961,-5.625900000000001,1.9495000000000002,154.608,-7.331599999999998,7.3854,152.06699999999998,7.334099999999998,6.272499999999999,158.299,8.778999999999998,1.9486999999999997,158.02800000000002,-1.7522999999999995,1.4946000000000002,102.63199999999999,-2.3263,42.90249999999999
152.11799999999997,-0.010700000000000008,0.7853999999999999,146.961,-1.7822000000000002,0.7624999999999998,45.35099999999999,3.3083999999999993,1.8384,49.523,0.11160000000000006,2.0734,163.20999999999998,1.9101000000000001,4.7962,163.347,-3.0282,4.198499999999999,166.864,7.9446,1.389,170.43599999999998,2.5056000000000007,0.8466999999999999,96.37799999999997,-0.6417999999999999,44.128
154.174,-0.0017000000000000045,0.8221,160.165,-3.655600000000001,0.6188,54.643,3.0525999999999995,2.1811,63.435,-1.8706,2.5726999999999998,168.422,1.1116000000000004,3.7746999999999997,167.858,-0.32389999999999985,3.8219000000000007,171.37599999999998,3.3139000000000003,1.0957,174.9,3.9784,0.5826,95.71599999999998,-0.6104999999999999,44.257299999999994
146.92,-0.04179999999999999,0.8159000000000001,162.952,-8.766399999999999,0.5379,58.49100000000001,-0.1483999999999999,2.2504000000000004,71.68100000000001,-2.2854,2.6976999999999998,169.916,-4.7886999999999995,3.0806999999999998,168.52399999999997,-3.0841999999999996,3.4324,173.68,2.8419,0.7563,175.34799999999998,-1.4622999999999997,0.5127000000000002,96.12299999999999,-0.17409999999999998,43.4815
147.966,-0.0003,0.7156999999999999,155.255,-1.2170000000000005,0.6301000000000001,48.966,0.48910000000000026,1.9717999999999998,60.952,0.4727000000000001,2.371,171.108,0.36410000000000037,2.5084999999999997,169.59400000000002,-0.3804,2.9599000000000006,175.155,1.2536000000000005,0.5135000000000001,176.69499999999996,0.6475000000000003,0.3308,96.37100000000001,0.6207,43.79859999999999
148.743,0.0016999999999999914,0.7214000000000002,155.329,6.3185,0.6833999999999999,40.437999999999995,-28.537700000000005,1.8569,49.64300000000001,-0.14779999999999988,2.1421,170.94900000000004,16.6693,2.7020999999999997,170.82999999999996,-15.550600000000001,2.7287,176.722,0.6787999999999998,0.40430000000000005,177.63,0.11349999999999995,0.31100000000000005,95.8,1.3003000000000002,42.8447
155.06,-0.00010000000000001772,0.6759000000000001,156.07,6.458299999999997,0.6584999999999998,42.995,-29.58649999999999,1.9704000000000002,53.275,0.6222999999999999,2.2796999999999996,170.81999999999996,16.0183,2.7196999999999996,171.704,-14.7315,2.4715,176.926,-1.4023,0.39169999999999994,177.47400000000002,-0.9266,0.3453,96.12899999999999,1.2152000000000003,41.7887
155.57799999999997,0.00580000000000001,0.7314000000000002,163.82999999999998,8.190499999999997,0.5467,51.903999999999996,-29.377599999999997,2.295,63.718999999999994,0.015299999999999975,2.6151,170.426,17.705499999999997,2.8468,172.396,-13.337499999999999,2.3054,177.12700000000004,-1.3363,0.37620000000000003,177.222,0.1670000000000001,0.381,96.52599999999998,0.9787000000000003,39.9213
152.888,0.0030999999999999995,0.7909999999999998,159.832,3.2772999999999994,0.5316000000000001,63.70099999999999,-0.38419999999999993,2.6119,72.318,-0.12099999999999994,2.7784999999999997,170.449,1.9542999999999997,2.6329000000000002,172.74,-1.6561000000000001,2.0494,176.82100000000003,-1.0644,0.38420000000000004,177.11700000000005,1.6038999999999999,0.33020000000000005,96.23199999999999,0.10859999999999999,41.091300000000004
152.30100000000002,0.15700000000000006,1.2587000000000002,154.67,-157.31939999999997,1.0017,69.53199999999998,33.505300000000005,3.4281999999999995,72.79500000000002,-55.905100000000004,3.2362,166.35899999999998,84.99970000000002,5.909699999999999,168.657,-27.7097,6.508500000000001,173.53000000000003,40.0071,2.9791,173.76100000000002,77.73270000000001,3.3854,95.58600000000003,0.5914999999999999,42.457699999999996
133.08999999999997,0.14800000000000008,1.4357,153.125,-156.87439999999998,1.0495999999999999,64.701,33.204800000000006,3.2716000000000007,70.402,-56.66949999999999,3.1534000000000004,167.245,84.65190000000001,5.630800000000001,168.826,-28.5665,6.426799999999999,173.79299999999995,40.654,2.940999999999999,173.577,77.54629999999999,3.4017,95.31599999999997,0.9283999999999999,43.66530000000001
112.49600000000001,0.15670000000000026,1.5668000000000004,152.73899999999998,-158.56210000000002,1.0634,60.255,33.543600000000005,3.0737999999999994,68.533,-56.33150000000001,3.1025,168.363,83.5567,5.3185,169.42199999999997,-25.367199999999997,6.2593000000000005,174.546,42.7617,2.8468,173.48699999999997,75.4659,3.4092999999999996,95.31899999999997,0.9072,44.892799999999994
116.41599999999998,0.002,0.9989999999999999,159.542,0.21120000000000036,0.6051,49.64900000000001,0.8332999999999999,2.0941,61.554,0.1308,2.4722000000000004,172.56600000000003,3.3072000000000004,2.0251000000000006,174.026,0.9515999999999997,1.6789,177.59,2.3172,0.27879999999999994,176.71100000000007,-1.4478000000000002,0.36469999999999997,96.13099999999997,-0.5708000000000001,43.40829999999999
127.285,0.005800000000000003,0.7936,155.51399999999998,-2.2379,0.6292,43.889,3.1901000000000006,1.8557,51.183,-0.9311000000000001,2.0774999999999997,172.637,2.9431,2.036,173.502,3.0414,1.8159999999999998,176.83399999999995,0.9525,0.38769999999999993,176.78099999999998,-5.0792,0.3655,96.74099999999999,-1.2226,43.596699999999984
153.87,0.0054999999999999945,0.6294,152.578,-5.8340000000000005,0.6454000000000001,48.449,13.665500000000002,1.6735999999999998,49.631,-12.425900000000002,1.8618999999999999,162.856,23.753100000000003,1.9901,164.046,3.9079,2.0549,175.458,1.8619999999999985,0.5187,173.85000000000002,0.2813999999999997,0.7604000000000001,95.866,-1.4495999999999998,43.710300000000004
142.183,-0.007799999999999984,0.5492000000000001,141.65,-5.439500000000001,0.527,41.898,20.035,1.4472,45.916000000000004,7.061099999999999,1.7333999999999998,161.19099999999997,21.3491,2.5204000000000004,163.68699999999998,2.4916,2.1782,174.37599999999995,10.037099999999999,0.6515000000000001,173.74900000000005,0.9475999999999988,0.7785000000000001,94.26199999999999,-0.036799999999999944,45.182599999999994
145.08700000000002,-0.002999999999999994,0.45049999999999996,146.504,-1.8882999999999999,0.4493000000000001,37.167,17.903499999999998,1.2977,40.772000000000006,1.9082000000000017,1.6322,161.132,20.2023,2.6117999999999997,163.707,-0.7980000000000002,2.2469,174.06799999999998,10.836599999999994,0.6393,173.707,-4.7838,0.7635999999999998,94.50800000000001,0.27379999999999993,44.8962
142.841,-0.0013999999999999941,0.4583999999999999,136.435,3.5169000000000006,0.7362000000000001,31.868000000000002,1.3907999999999998,1.4068000000000003,36.671,13.699100000000003,1.8848999999999998,165.06799999999998,-2.8403000000000005,3.7614,171.41400000000004,-1.9244999999999999,2.3993,166.80500000000004,13.423900000000001,0.8214999999999999,173.172,-9.992500000000001,0.4705,93.695,-0.21280000000000016,45.15030000000001
141.819,0.0012000000000000177,0.4106000000000001,127.581,3.411000000000001,0.6934,30.033999999999995,0.2085999999999985,1.3225,26.961,11.437899999999999,1.4687999999999999,162.84900000000002,-7.2883000000000004,3.3665999999999996,168.25800000000004,0.2309000000000006,2.2353,163.78300000000002,14.2268,0.8537,170.028,-10.552200000000001,0.4865,93.902,0.19180000000000008,45.2858
153.282,-0.013999999999999999,0.5206000000000001,139.256,2.3229000000000006,0.7561000000000001,34.063,-6.0455000000000005,1.3681999999999996,27.330000000000005,-1.5592000000000004,1.4191000000000005,163.924,-8.1282,2.8771000000000004,167.85899999999998,0.3674,2.214,165.36,3.6368999999999994,0.6818,170.081,0.0518,0.4792,95.354,-0.14930000000000007,45.8254
147.599,-0.0010999999999999955,0.5606,139.65200000000002,0.6068999999999997,0.5092,37.876,-0.38650000000000007,1.5057999999999998,25.464000000000002,-3.9975000000000005,1.0399,165.895,-5.3931,1.8493000000000002,167.40900000000002,-0.1056000000000003,2.0077,166.718,2.2909,0.508,169.78499999999997,2.5372999999999997,0.4600000000000001,97.30799999999998,-0.8162,44.976099999999995
147.93800000000002,0.0025999999999999986,0.5735000000000001,139.639,-0.8886,0.5771,33.165000000000006,1.0034,1.3209999999999997,29.609000000000005,-0.5509000000000001,1.1591,170.61000000000004,-5.3126,1.332,167.747,3.1137,2.1177,173.903,-0.6978,0.3141,172.53400000000002,0.457,0.44170000000000004,98.85299999999998,-0.39719999999999994,45.395999999999994
148.83,-0.006700000000000003,0.5964000000000002,143.097,-0.7524999999999998,0.6227,32.951,-0.20149999999999998,1.3587,30.123,-0.1092,1.1722000000000001,173.908,1.96,1.4385,171.04699999999997,-1.4122,2.1936,177.192,-1.1234,0.26330000000000003,176.261,0.5394000000000001,0.3618999999999999,100.31199999999998,-0.1497,45.080699999999986
146.992,-0.004900000000000007,0.6125,141.14899999999997,-0.49759999999999976,0.6433,33.86,-0.5775000000000001,1.3580999999999996,30.40299999999999,-0.02509999999999998,1.1834,171.97400000000002,-1.0926000000000002,1.7511999999999999,170.458,-0.8813000000000001,2.1226,176.019,-1.3803,0.3469,174.769,0.9037999999999999,0.4354,101.32299999999998,-0.7497,44.326499999999996
146.694,-0.0002999999999999991,0.6409,143.827,-0.9334999999999998,0.6451,34.236,0.5205,1.3775,29.092,-0.27690000000000015,1.1715,172.91299999999998,-2.4433000000000002,1.5781,170.503,0.10370000000000007,2.1702999999999997,176.455,-0.41080000000000005,0.32349999999999995,175.30099999999996,0.4530000000000001,0.4003,101.92200000000001,-1.7502999999999997,44.93719999999999
145.44899999999998,-0.000899999999999997,0.6717000000000002,144.59799999999998,-0.8615,0.6246,35.504,0.21419999999999995,1.4062999999999997,27.898000000000003,-0.18270000000000003,1.1232999999999997,172.34400000000002,-3.2636000000000003,1.7116000000000002,170.607,0.34639999999999993,2.1648,175.861,-0.4499,0.3839,175.00599999999997,0.17989999999999998,0.43170000000000003,102.89,-1.0802,44.5046
145.55,-0.0009999999999999987,0.6741999999999997,145.21900000000002,-0.9872,0.6176999999999999,35.917,0.9288000000000001,1.4035000000000002,27.400000000000006,-0.5035000000000001,1.068,172.10899999999998,-4.541,1.7503000000000002,170.866,0.8551999999999998,2.0938,175.47500000000002,-0.7387999999999999,0.42,174.558,0.20860000000000004,0.47619999999999996,103.47299999999997,-0.7203,44.284
148.83700000000002,-0.0026999999999999993,0.6793999999999998,152.24900000000002,-0.3214,0.5273,36.663000000000004,0.5611,1.4509999999999998,25.448000000000008,-0.27599999999999997,0.9941000000000002,172.391,-0.6798000000000001,1.8090000000000002,170.24,0.5897999999999999,2.4307000000000003,176.45899999999997,-0.5008,0.34979999999999994,176.13499999999996,-0.07129999999999996,0.3895,105.39400000000002,-0.38520000000000026,42.753499999999995
152.05700000000002,-0.005400000000000001,0.5791000000000001,154.412,-0.38280000000000003,0.48760000000000003,33.53,0.5504000000000001,1.3748999999999998,26.016000000000005,-0.19219999999999998,0.9751000000000002,173.65900000000002,-0.5797,1.5014,167.887,0.2748999999999999,2.937,176.63899999999998,-0.29159999999999997,0.3191,177.332,-0.26399999999999996,0.26539999999999997,106.457,0.4529999999999999,41.6903
155.047,-0.0017999999999999971,0.5018,154.36800000000002,0.0522,0.4768,30.647999999999996,0.2766999999999999,1.2691,26.426999999999992,-0.5612,0.9787,174.50300000000004,-0.4659,1.2891,166.937,-0.08799999999999995,3.1024000000000003,177.18699999999998,-0.118,0.26009999999999994,177.84799999999996,-0.709,0.20540000000000003,105.77300000000001,1.1846,41.645900000000005
155.825,0.001200000000000003,0.4833,151.30800000000002,0.8876999999999998,0.5252,29.535,-0.3178,1.2161,26.765,-0.292,1.0102,173.31799999999998,-0.0035999999999999943,1.5453000000000001,167.98199999999997,0.11430000000000003,2.8525000000000005,177.157,-0.0475,0.263,177.60199999999998,-0.35840000000000005,0.22830000000000003,105.725,0.7941999999999999,41.67719999999999
153.971,0.0020000000000000018,0.5342000000000001,147.46,1.0817999999999999,0.5978999999999999,30.026999999999997,-0.3731999999999999,1.2105000000000001,26.61999999999999,-0.46559999999999996,1.0537999999999998,171.192,0.08860000000000003,2.0370000000000004,171.262,0.0385999999999999,2.1148000000000002,177.38899999999998,0.024400000000000012,0.2471,176.56399999999994,-0.24540000000000003,0.3311,104.87800000000001,0.8531,42.72120000000001
152.276,-0.00020000000000000004,0.5863,144.82299999999998,0.5596000000000001,0.6576,30.490000000000006,0.1291,1.2392,26.69600000000001,-0.33980000000000005,1.1143,170.23899999999998,1.1212,2.2775,173.53400000000002,-0.9661000000000002,1.6348999999999998,177.36300000000003,-0.011699999999999947,0.25820000000000004,175.90399999999997,0.4729,0.4084,103.84500000000001,0.3893,43.88409999999998
152.54299999999998,-0.0007000000000000003,0.5737000000000001,146.442,0.9601000000000001,0.6314000000000001,29.299999999999997,0.20219999999999996,1.2483,25.732999999999997,-0.092,1.1557,172.14600000000002,0.38400000000000006,1.8718000000000001,173.378,-0.23190000000000008,1.7334,177.55900000000003,-0.14679999999999999,0.25360000000000005,176.44800000000004,1.0587,0.3718000000000001,101.13099999999999,0.5134000000000001,45.369800000000005
155.14899999999997,0.000800000000000001,0.5302,147.485,0.5292999999999999,0.6205999999999999,26.986,0.0017999999999999794,1.2182,24.932999999999996,0.1821,1.1914000000000002,174.32299999999998,1.2127000000000001,1.4068999999999996,172.92399999999998,-1.1267,1.8854999999999997,177.97899999999998,-0.0427999999999998,0.2193,176.68199999999996,1.1965999999999999,0.3619,98.454,0.08710000000000001,46.9445
155.90099999999998,-0.0032,0.5114,148.393,0.6391000000000002,0.602,25.452999999999996,-0.518,1.207,24.246,0.6772999999999999,1.2139,176.68900000000002,-0.47549999999999976,0.8765000000000002,171.71099999999998,-0.09699999999999984,2.2156000000000002,178.41499999999996,0.1743000000000002,0.1834,177.375,1.2103,0.3005,96.149,0.12480000000000002,48.14580000000001
152.799,-0.0015999999999999973,0.5052000000000002,145.73899999999998,2.2482999999999995,0.5871,26.882,-1.3611000000000002,1.2507,23.817000000000004,0.9135,1.1829,175.56199999999998,0.11250000000000031,0.9266999999999999,170.134,0.9081,2.29,176.11,1.0363999999999998,0.4174,176.023,0.33679999999999993,0.3716,96.272,-0.0908999999999999,47.453900000000004
145.04000000000002,-0.015600000000000001,0.503,142.89000000000001,1.6223999999999998,0.5599000000000001,28.506999999999994,-1.2892000000000001,1.284,23.215999999999998,1.0077,1.1368,174.76399999999998,2.2935000000000003,0.8989999999999999,169.141,1.2506,2.4135,173.62600000000003,0.6816,0.6927000000000001,175.87699999999998,0.252,0.39250000000000007,96.33699999999997,0.025800000000000056,46.733900000000006
135.94700000000003,-0.006899999999999994,0.49219999999999997,133.679,1.1425,0.5119,28.951999999999998,-0.6503,1.2895999999999999,23.866000000000007,-0.17740000000000017,1.1074,171.862,3.432499999999999,1.0606,165.90199999999996,4.8547,2.2955000000000005,167.976,0.22829999999999995,1.1318000000000001,172.41299999999998,0.5851000000000001,0.5317000000000001,96.45,-0.3035,45.7164
121.99600000000001,0.005099999999999999,0.45479999999999987,119.66499999999998,0.7183000000000002,0.5037,30.729000000000006,-1.0247000000000002,1.3473999999999997,26.977999999999998,-0.44280000000000025,1.1191000000000002,166.987,2.1515,1.3422999999999996,159.585,6.9576,1.9844,160.49400000000003,-1.6207999999999998,1.5535000000000003,163.47500000000002,0.45730000000000004,0.8304,95.97099999999999,-0.2175,44.950500000000005
120.34800000000001,-0.004,0.4734,117.486,-1.0003000000000002,0.4907,29.924999999999997,-0.24150000000000005,1.3273000000000001,27.327,-0.8658000000000002,1.1152,165.255,0.24110000000000015,1.3644,157.03300000000002,6.7101999999999995,1.9016,158.87199999999999,-0.7270999999999997,1.3981000000000001,159.99,0.9815000000000002,0.8094000000000001,95.90099999999998,-0.3485000000000001,45.0849
121.17300000000002,0.0017000000000000032,0.45449999999999996,121.181,0.2051000000000001,0.5352,29.935000000000006,-0.0536000000000001,1.3007,26.943,1.1405999999999998,1.1732,162.16000000000003,0.9606,1.2668000000000001,153.819,-1.7023000000000001,1.8091000000000002,157.749,-0.9839999999999999,1.2832999999999999,154.704,-2.2392,0.9525999999999999,94.375,0.5560999999999998,46.208800000000004
